id,kind,labelText,pageRoute,target,sourceFile,line,notes
generated.apps.web.app.locale.dashboard.dashboard.projects.id.HandoverManagerPanel.tsx.122,Link,tDetail(open),/{locale}/dashboard/projects/:id,b.href,apps/web/app/[locale]/(dashboard)/dashboard/projects/[id]/HandoverManagerPanel.tsx,122,generated id; no data-testid
generated.apps.web.app.locale.dashboard.dashboard.projects.id.HandoverManagerPanel.tsx.149,button,transition.isPending ? tDetail(applying) : NEXT_LABEL[handover.status] ?? tDetail(advance),/{locale}/dashboard/projects/:id,() => transition.mutate(nextStatus),apps/web/app/[locale]/(dashboard)/dashboard/projects/[id]/HandoverManagerPanel.tsx,149,generated id; no data-testid
generated.apps.web.app.locale.dashboard.dashboard.projects.id.HandoverManagerPanel.tsx.fallback.153,button,,/{locale}/dashboard/projects/:id,onClick=,apps/web/app/[locale]/(dashboard)/dashboard/projects/[id]/HandoverManagerPanel.tsx,153,fallback text scan
generated.apps.web.app.locale.dashboard.dashboard.projects.id.OwnerViewClient.tsx.324,Link,tDetail(backToProjects),/{locale}/dashboard/projects/:id,/dashboard/projects,apps/web/app/[locale]/(dashboard)/dashboard/projects/[id]/OwnerViewClient.tsx,324,generated id; no data-testid
generated.apps.web.app.locale.dashboard.dashboard.projects.id.OwnerViewClient.tsx.342,Link,tDetail(backToProject),/{locale}/dashboard/projects/:id,`/dashboard/projects/${projectId}`,apps/web/app/[locale]/(dashboard)/dashboard/projects/[id]/OwnerViewClient.tsx,342,generated id; no data-testid
generated.apps.web.app.locale.dashboard.dashboard.projects.id.OwnerViewClient.tsx.349,Link,tDetail(allProjects),/{locale}/dashboard/projects/:id,/dashboard/projects,apps/web/app/[locale]/(dashboard)/dashboard/projects/[id]/OwnerViewClient.tsx,349,generated id; no data-testid
generated.apps.web.app.locale.dashboard.dashboard.projects.id.OwnerViewClient.tsx.388,button,,/{locale}/dashboard/projects/:id,"() => {
                      setDecisionDoc(d);
                      setDecisionComment("""");
                      setDecisionError(null);
                    }",apps/web/app/[locale]/(dashboard)/dashboard/projects/[id]/OwnerViewClient.tsx,388,generated id; no data-testid
generated.apps.web.app.locale.dashboard.dashboard.projects.id.OwnerViewClient.tsx.fallback.390,button,,/{locale}/dashboard/projects/:id,onClick=,apps/web/app/[locale]/(dashboard)/dashboard/projects/[id]/OwnerViewClient.tsx,390,fallback text scan
generated.apps.web.app.locale.dashboard.dashboard.projects.id.OwnerViewClient.tsx.544,Link,Open file →,/{locale}/dashboard/projects/:id,documentFileUrl(decisionDoc.object_path)!,apps/web/app/[locale]/(dashboard)/dashboard/projects/[id]/OwnerViewClient.tsx,544,generated id; no data-testid
generated.apps.web.app.locale.dashboard.dashboard.projects.id.OwnerViewClient.tsx.567,button,tDetail(approve),/{locale}/dashboard/projects/:id,"() =>
                  decisionMutation.mutate({
                    documentId: decisionDoc.id,
                    action: ""approve"",
                    comment: decisionComment || undefined,
                  })",apps/web/app/[locale]/(dashboard)/dashboard/projects/[id]/OwnerViewClient.tsx,567,generated id; no data-testid
generated.apps.web.app.locale.dashboard.dashboard.projects.id.OwnerViewClient.tsx.fallback.569,button,,/{locale}/dashboard/projects/:id,onClick=,apps/web/app/[locale]/(dashboard)/dashboard/projects/[id]/OwnerViewClient.tsx,569,fallback text scan
generated.apps.web.app.locale.dashboard.dashboard.projects.id.OwnerViewClient.tsx.580,button,tDetail(reject),/{locale}/dashboard/projects/:id,"() =>
                  decisionMutation.mutate({
                    documentId: decisionDoc.id,
                    action: ""reject"",
                    comment: decisionComment || undefined,
                  })",apps/web/app/[locale]/(dashboard)/dashboard/projects/[id]/OwnerViewClient.tsx,580,generated id; no data-testid
generated.apps.web.app.locale.dashboard.dashboard.projects.id.OwnerViewClient.tsx.fallback.582,button,,/{locale}/dashboard/projects/:id,onClick=,apps/web/app/[locale]/(dashboard)/dashboard/projects/[id]/OwnerViewClient.tsx,582,fallback text scan
generated.apps.web.app.locale.dashboard.dashboard.projects.id.OwnerViewClient.tsx.593,button,tDetail(requestChanges),/{locale}/dashboard/projects/:id,"() =>
                  decisionMutation.mutate({
                    documentId: decisionDoc.id,
                    action: ""request_changes"",
                    comment: decisionComment || undefined,
                  })",apps/web/app/[locale]/(dashboard)/dashboard/projects/[id]/OwnerViewClient.tsx,593,generated id; no data-testid
generated.apps.web.app.locale.dashboard.dashboard.projects.id.OwnerViewClient.tsx.fallback.595,button,,/{locale}/dashboard/projects/:id,onClick=,apps/web/app/[locale]/(dashboard)/dashboard/projects/[id]/OwnerViewClient.tsx,595,fallback text scan
generated.apps.web.app.locale.dashboard.dashboard.projects.id.OwnerViewClient.tsx.606,button,tDetail(cancel),/{locale}/dashboard/projects/:id,"() => {
                  setDecisionDoc(null);
                  setDecisionComment("""");
                  setDecisionError(null);
                }",apps/web/app/[locale]/(dashboard)/dashboard/projects/[id]/OwnerViewClient.tsx,606,generated id; no data-testid
generated.apps.web.app.locale.dashboard.dashboard.projects.id.OwnerViewClient.tsx.fallback.608,button,,/{locale}/dashboard/projects/:id,onClick=,apps/web/app/[locale]/(dashboard)/dashboard/projects/[id]/OwnerViewClient.tsx,608,fallback text scan
generated.apps.web.app.locale.dashboard.dashboard.projects.id.OwnerViewClient.tsx.647,Link,"r.id.slice(0, 8) …",/{locale}/dashboard/projects/:id,`/dashboard/daily-reports/${r.id}`,apps/web/app/[locale]/(dashboard)/dashboard/projects/[id]/OwnerViewClient.tsx,647,generated id; no data-testid
generated.apps.web.app.locale.dashboard.dashboard.projects.id.OwnerViewClient.tsx.682,Link,,/{locale}/dashboard/projects/:id,m.file_url,apps/web/app/[locale]/(dashboard)/dashboard/projects/[id]/OwnerViewClient.tsx,682,generated id; no data-testid
generated.apps.web.app.locale.dashboard.dashboard.projects.id.OwnerViewClient.tsx.fallback.684,Link,,/{locale}/dashboard/projects/:id,href=,apps/web/app/[locale]/(dashboard)/dashboard/projects/[id]/OwnerViewClient.tsx,684,fallback text scan
generated.apps.web.app.locale.dashboard.dashboard.projects.id.ProjectCommercialPanel.tsx.140,button,creating ? tDetail(closeForm) : tDetail(addLine),/{locale}/dashboard/projects/:id,() => setCreating(!creating),apps/web/app/[locale]/(dashboard)/dashboard/projects/[id]/ProjectCommercialPanel.tsx,140,generated id; no data-testid
generated.apps.web.app.locale.dashboard.dashboard.projects.id.ProjectCommercialPanel.tsx.185,button,createMut.isPending ? tDetail(saving) : tDetail(createDraft),/{locale}/dashboard/projects/:id,() => createMut.mutate(),apps/web/app/[locale]/(dashboard)/dashboard/projects/[id]/ProjectCommercialPanel.tsx,185,generated id; no data-testid
generated.apps.web.app.locale.dashboard.dashboard.projects.id.ProjectCommercialPanel.tsx.fallback.189,button,,/{locale}/dashboard/projects/:id,onClick=,apps/web/app/[locale]/(dashboard)/dashboard/projects/[id]/ProjectCommercialPanel.tsx,189,fallback text scan
generated.apps.web.app.locale.dashboard.dashboard.projects.id.ProjectCostsPanel.tsx.193,iconButton,tDetail(addCostItem),/{locale}/dashboard/projects/:id,() => setCreateOpen(true),apps/web/app/[locale]/(dashboard)/dashboard/projects/[id]/ProjectCostsPanel.tsx,193,generated id; no data-testid
generated.apps.web.app.locale.dashboard.dashboard.projects.id.ProjectCostsPanel.tsx.fallback.196,button,,/{locale}/dashboard/projects/:id,onClick=,apps/web/app/[locale]/(dashboard)/dashboard/projects/[id]/ProjectCostsPanel.tsx,196,fallback text scan
generated.apps.web.app.locale.dashboard.dashboard.projects.id.ProjectCostsPanel.tsx.258,button,tDetail(addCostItem),/{locale}/dashboard/projects/:id,() => setCreateOpen(true),apps/web/app/[locale]/(dashboard)/dashboard/projects/[id]/ProjectCostsPanel.tsx,258,generated id; no data-testid
generated.apps.web.app.locale.dashboard.dashboard.projects.id.ProjectCostsPanel.tsx.306,iconButton,$tDetail(edit) $item.title,/{locale}/dashboard/projects/:id,() => setEditingItem(item),apps/web/app/[locale]/(dashboard)/dashboard/projects/[id]/ProjectCostsPanel.tsx,306,generated id; no data-testid
generated.apps.web.app.locale.dashboard.dashboard.projects.id.ProjectCostsPanel.tsx.fallback.309,button,,/{locale}/dashboard/projects/:id,onClick=,apps/web/app/[locale]/(dashboard)/dashboard/projects/[id]/ProjectCostsPanel.tsx,309,fallback text scan
generated.apps.web.app.locale.dashboard.dashboard.projects.id.ProjectCostsPanel.tsx.492,button,tDetail(cancel),/{locale}/dashboard/projects/:id,onClose,apps/web/app/[locale]/(dashboard)/dashboard/projects/[id]/ProjectCostsPanel.tsx,492,generated id; no data-testid
generated.apps.web.app.locale.dashboard.dashboard.projects.id.ProjectCostsPanel.tsx.493,formSubmit,isSubmitting ? tDetail(saving) : tDetail(save),/{locale}/dashboard/projects/:id,form submit,apps/web/app/[locale]/(dashboard)/dashboard/projects/[id]/ProjectCostsPanel.tsx,493,generated id; no data-testid
generated.apps.web.app.locale.dashboard.dashboard.projects.id.ProjectCostsPanel.tsx.611,button,tDetail(cancel),/{locale}/dashboard/projects/:id,onClose,apps/web/app/[locale]/(dashboard)/dashboard/projects/[id]/ProjectCostsPanel.tsx,611,generated id; no data-testid
generated.apps.web.app.locale.dashboard.dashboard.projects.id.ProjectCostsPanel.tsx.614,formSubmit,isSubmitting ? tDetail(adding) : tDetail(add),/{locale}/dashboard/projects/:id,form submit,apps/web/app/[locale]/(dashboard)/dashboard/projects/[id]/ProjectCostsPanel.tsx,614,generated id; no data-testid
generated.apps.web.app.locale.dashboard.dashboard.projects.id.ProjectDocumentsPanel.tsx.279,iconButton,tDetail(createDocument),/{locale}/dashboard/projects/:id,() => setCreateOpen(true),apps/web/app/[locale]/(dashboard)/dashboard/projects/[id]/ProjectDocumentsPanel.tsx,279,generated id; no data-testid
generated.apps.web.app.locale.dashboard.dashboard.projects.id.ProjectDocumentsPanel.tsx.fallback.282,button,,/{locale}/dashboard/projects/:id,onClick=,apps/web/app/[locale]/(dashboard)/dashboard/projects/[id]/ProjectDocumentsPanel.tsx,282,fallback text scan
generated.apps.web.app.locale.dashboard.dashboard.projects.id.ProjectDocumentsPanel.tsx.299,button,tDetail(jumpToPendingArrow),/{locale}/dashboard/projects/:id,"() => {
              const first = pendingDocs[0];
              if (!first) return;
              document.getElementById(`document-${first.id}`)?.scrollIntoView({
                behavior: ""smooth"",
                block: ""start"",
              });
            }",apps/web/app/[locale]/(dashboard)/dashboard/projects/[id]/ProjectDocumentsPanel.tsx,299,generated id; no data-testid
generated.apps.web.app.locale.dashboard.dashboard.projects.id.ProjectDocumentsPanel.tsx.fallback.302,button,,/{locale}/dashboard/projects/:id,onClick=,apps/web/app/[locale]/(dashboard)/dashboard/projects/[id]/ProjectDocumentsPanel.tsx,302,fallback text scan
generated.apps.web.app.locale.dashboard.dashboard.projects.id.ProjectDocumentsPanel.tsx.322,button,tDetail(createDocument),/{locale}/dashboard/projects/:id,() => setCreateOpen(true),apps/web/app/[locale]/(dashboard)/dashboard/projects/[id]/ProjectDocumentsPanel.tsx,322,generated id; no data-testid
generated.apps.web.app.locale.dashboard.dashboard.projects.id.ProjectDocumentsPanel.tsx.367,Link,tDetail(open),/{locale}/dashboard/projects/:id,url,apps/web/app/[locale]/(dashboard)/dashboard/projects/[id]/ProjectDocumentsPanel.tsx,367,generated id; no data-testid
generated.apps.web.app.locale.dashboard.dashboard.projects.id.ProjectDocumentsPanel.tsx.376,button,isUploading ? tDetail(uploading) : tDetail(uploadFile),/{locale}/dashboard/projects/:id,"() => {
                          uploadTargetRef.current = doc.id;
                          uploadInputRef.current?.click();
                        }",apps/web/app/[locale]/(dashboard)/dashboard/projects/[id]/ProjectDocumentsPanel.tsx,376,generated id; no data-testid
generated.apps.web.app.locale.dashboard.dashboard.projects.id.ProjectDocumentsPanel.tsx.fallback.378,button,,/{locale}/dashboard/projects/:id,onClick=,apps/web/app/[locale]/(dashboard)/dashboard/projects/[id]/ProjectDocumentsPanel.tsx,378,fallback text scan
generated.apps.web.app.locale.dashboard.dashboard.projects.id.ProjectDocumentsPanel.tsx.409,Link,"tDetail(report) doc.report_id.slice(0, 8) …",/{locale}/dashboard/projects/:id,`/dashboard/reports/${doc.report_id}`,apps/web/app/[locale]/(dashboard)/dashboard/projects/[id]/ProjectDocumentsPanel.tsx,409,generated id; no data-testid
generated.apps.web.app.locale.dashboard.dashboard.projects.id.ProjectDocumentsPanel.tsx.416,Link,"tDetail(task) doc.task_id.slice(0, 8) …",/{locale}/dashboard/projects/:id,`/dashboard/tasks/${doc.task_id}`,apps/web/app/[locale]/(dashboard)/dashboard/projects/[id]/ProjectDocumentsPanel.tsx,416,generated id; no data-testid
generated.apps.web.app.locale.dashboard.dashboard.projects.id.ProjectDocumentsPanel.tsx.432,button,tDetail(submitForReview),/{locale}/dashboard/projects/:id,"() =>
                            updateMutation.mutate({
                              documentId: doc.id,
                              body: { status: ""under_review"" },
                            })",apps/web/app/[locale]/(dashboard)/dashboard/projects/[id]/ProjectDocumentsPanel.tsx,432,generated id; no data-testid
generated.apps.web.app.locale.dashboard.dashboard.projects.id.ProjectDocumentsPanel.tsx.fallback.435,button,,/{locale}/dashboard/projects/:id,onClick=,apps/web/app/[locale]/(dashboard)/dashboard/projects/[id]/ProjectDocumentsPanel.tsx,435,fallback text scan
generated.apps.web.app.locale.dashboard.dashboard.projects.id.ProjectDocumentsPanel.tsx.447,button,tDetail(approve),/{locale}/dashboard/projects/:id,"() =>
                              updateMutation.mutate({
                                documentId: doc.id,
                                body: { status: ""approved"" },
                              })",apps/web/app/[locale]/(dashboard)/dashboard/projects/[id]/ProjectDocumentsPanel.tsx,447,generated id; no data-testid
generated.apps.web.app.locale.dashboard.dashboard.projects.id.ProjectDocumentsPanel.tsx.fallback.450,button,,/{locale}/dashboard/projects/:id,onClick=,apps/web/app/[locale]/(dashboard)/dashboard/projects/[id]/ProjectDocumentsPanel.tsx,450,fallback text scan
generated.apps.web.app.locale.dashboard.dashboard.projects.id.ProjectDocumentsPanel.tsx.460,button,tDetail(reject),/{locale}/dashboard/projects/:id,"() =>
                              updateMutation.mutate({
                                documentId: doc.id,
                                body: { status: ""rejected"" },
                              })",apps/web/app/[locale]/(dashboard)/dashboard/projects/[id]/ProjectDocumentsPanel.tsx,460,generated id; no data-testid
generated.apps.web.app.locale.dashboard.dashboard.projects.id.ProjectDocumentsPanel.tsx.fallback.463,button,,/{locale}/dashboard/projects/:id,onClick=,apps/web/app/[locale]/(dashboard)/dashboard/projects/[id]/ProjectDocumentsPanel.tsx,463,fallback text scan
generated.apps.web.app.locale.dashboard.dashboard.projects.id.ProjectDocumentsPanel.tsx.478,button,tDetail(history),/{locale}/dashboard/projects/:id,() => setHistoryDocId(doc.id),apps/web/app/[locale]/(dashboard)/dashboard/projects/[id]/ProjectDocumentsPanel.tsx,478,generated id; no data-testid
generated.apps.web.app.locale.dashboard.dashboard.projects.id.ProjectDocumentsPanel.tsx.fallback.481,button,,/{locale}/dashboard/projects/:id,onClick=,apps/web/app/[locale]/(dashboard)/dashboard/projects/[id]/ProjectDocumentsPanel.tsx,481,fallback text scan
generated.apps.web.app.locale.dashboard.dashboard.projects.id.ProjectDocumentsPanel.tsx.631,button,tDetail(cancel),/{locale}/dashboard/projects/:id,onClose,apps/web/app/[locale]/(dashboard)/dashboard/projects/[id]/ProjectDocumentsPanel.tsx,631,generated id; no data-testid
generated.apps.web.app.locale.dashboard.dashboard.projects.id.ProjectDocumentsPanel.tsx.634,formSubmit,isSubmitting ? tDetail(creating) : tDetail(create),/{locale}/dashboard/projects/:id,form submit,apps/web/app/[locale]/(dashboard)/dashboard/projects/[id]/ProjectDocumentsPanel.tsx,634,generated id; no data-testid
generated.apps.web.app.locale.dashboard.dashboard.projects.id.ProjectEstimatePanel.tsx.222,button,fromImageMutation.isPending ? tDetail(running) : tDetail(runCostEstimate),/{locale}/dashboard/projects/:id,() => fromImageMutation.mutate(),apps/web/app/[locale]/(dashboard)/dashboard/projects/[id]/ProjectEstimatePanel.tsx,222,generated id; no data-testid
generated.apps.web.app.locale.dashboard.dashboard.projects.id.ProjectIntelligenceClient.tsx.198,Link,tDetail(openRelated),/{locale}/dashboard/projects/:id,href,apps/web/app/[locale]/(dashboard)/dashboard/projects/[id]/ProjectIntelligenceClient.tsx,198,generated id; no data-testid
generated.apps.web.app.locale.dashboard.dashboard.projects.id.ProjectIntelligenceClient.tsx.229,Link,tDetail(openRelated),/{locale}/dashboard/projects/:id,href,apps/web/app/[locale]/(dashboard)/dashboard/projects/[id]/ProjectIntelligenceClient.tsx,229,generated id; no data-testid
generated.apps.web.app.locale.dashboard.dashboard.projects.id.ProjectIssuesPanel.tsx.105,button,tDetail(createIssue),/{locale}/dashboard/projects/:id,() => setShowCreate(true),apps/web/app/[locale]/(dashboard)/dashboard/projects/[id]/ProjectIssuesPanel.tsx,105,generated id; no data-testid
generated.apps.web.app.locale.dashboard.dashboard.projects.id.ProjectIssuesPanel.tsx.116,button,tDetail(createIssue),/{locale}/dashboard/projects/:id,() => setShowCreate(true),apps/web/app/[locale]/(dashboard)/dashboard/projects/[id]/ProjectIssuesPanel.tsx,116,generated id; no data-testid
generated.apps.web.app.locale.dashboard.dashboard.projects.id.ProjectIssuesPanel.tsx.188,button,tDetail(cancel),/{locale}/dashboard/projects/:id,() => setShowCreate(false),apps/web/app/[locale]/(dashboard)/dashboard/projects/[id]/ProjectIssuesPanel.tsx,188,generated id; no data-testid
generated.apps.web.app.locale.dashboard.dashboard.projects.id.ProjectIssuesPanel.tsx.191,formSubmit,tDetail(create),/{locale}/dashboard/projects/:id,form submit,apps/web/app/[locale]/(dashboard)/dashboard/projects/[id]/ProjectIssuesPanel.tsx,191,generated id; no data-testid
generated.apps.web.app.locale.dashboard.dashboard.projects.id.ProjectReviewPackPanel.tsx.81,Link,tDetail(commercialTabArrow),/{locale}/dashboard/projects/:id,pack.commercial.href,apps/web/app/[locale]/(dashboard)/dashboard/projects/[id]/ProjectReviewPackPanel.tsx,81,generated id; no data-testid
generated.apps.web.app.locale.dashboard.dashboard.projects.id.ProjectReviewPackPanel.tsx.88,Link,tDetail(openCostsArrow),/{locale}/dashboard/projects/:id,`/dashboard/projects/${projectId}?tab=costs`,apps/web/app/[locale]/(dashboard)/dashboard/projects/[id]/ProjectReviewPackPanel.tsx,88,generated id; no data-testid
generated.apps.web.app.locale.dashboard.dashboard.projects.id.ProjectReviewPackPanel.tsx.99,Link,tDetail(projectOverviewArrow),/{locale}/dashboard/projects/:id,`/dashboard/projects/${projectId}`,apps/web/app/[locale]/(dashboard)/dashboard/projects/[id]/ProjectReviewPackPanel.tsx,99,generated id; no data-testid
generated.apps.web.app.locale.dashboard.dashboard.projects.id.ProjectReviewPackPanel.tsx.106,Link,tDetail(aftercareTabArrow),/{locale}/dashboard/projects/:id,pack.aftercare.href,apps/web/app/[locale]/(dashboard)/dashboard/projects/[id]/ProjectReviewPackPanel.tsx,106,generated id; no data-testid
generated.apps.web.app.locale.dashboard.dashboard.projects.id.ProjectReviewPackPanel.tsx.128,Link,r.title,/{locale}/dashboard/projects/:id,r.href,apps/web/app/[locale]/(dashboard)/dashboard/projects/[id]/ProjectReviewPackPanel.tsx,128,generated id; no data-testid
generated.apps.web.app.locale.dashboard.dashboard.projects.id.ProjectSchedulePanel.tsx.86,button,tDetail(addMilestone),/{locale}/dashboard/projects/:id,() => setShowForm(true),apps/web/app/[locale]/(dashboard)/dashboard/projects/[id]/ProjectSchedulePanel.tsx,86,generated id; no data-testid
generated.apps.web.app.locale.dashboard.dashboard.projects.id.ProjectSchedulePanel.tsx.98,button,tDetail(addMilestone),/{locale}/dashboard/projects/:id,() => setShowForm(true),apps/web/app/[locale]/(dashboard)/dashboard/projects/[id]/ProjectSchedulePanel.tsx,98,generated id; no data-testid
generated.apps.web.app.locale.dashboard.dashboard.projects.id.ProjectSchedulePanel.tsx.119,formSubmit,tDetail(create),/{locale}/dashboard/projects/:id,form submit,apps/web/app/[locale]/(dashboard)/dashboard/projects/[id]/ProjectSchedulePanel.tsx,119,generated id; no data-testid
generated.apps.web.app.locale.dashboard.dashboard.projects.id.ProjectSchedulePanel.tsx.122,button,tDetail(cancel),/{locale}/dashboard/projects/:id,"() => { setShowForm(false); setTitle(""""); setTargetDate(""""); }",apps/web/app/[locale]/(dashboard)/dashboard/projects/[id]/ProjectSchedulePanel.tsx,122,generated id; no data-testid
generated.apps.web.app.locale.dashboard.dashboard.projects.id.ProjectSchedulePanel.tsx.157,Link,tDetail(viewProjectTasks),/{locale}/dashboard/projects/:id,`/dashboard/tasks?project_id=${m.project_id}`,apps/web/app/[locale]/(dashboard)/dashboard/projects/[id]/ProjectSchedulePanel.tsx,157,generated id; no data-testid
generated.apps.web.app.locale.dashboard.dashboard.projects.id.service.requests.requestId.ManagerServiceRequestDetailClient.tsx.168,Link,tDetail(backToAftercare),/{locale}/dashboard/projects/:id/service-requests/:requestId,`/dashboard/projects/${projectId}?tab=aftercare`,apps/web/app/[locale]/(dashboard)/dashboard/projects/[id]/service-requests/[requestId]/ManagerServiceRequestDetailClient.tsx,168,generated id; no data-testid
generated.apps.web.app.locale.dashboard.dashboard.projects.id.service.requests.requestId.ManagerServiceRequestDetailClient.tsx.232,button,tDetail(save),/{locale}/dashboard/projects/:id/service-requests/:requestId,() => patchMutation.mutate(),apps/web/app/[locale]/(dashboard)/dashboard/projects/[id]/service-requests/[requestId]/ManagerServiceRequestDetailClient.tsx,232,generated id; no data-testid
generated.apps.web.app.locale.dashboard.dashboard.projects.id.service.requests.requestId.ManagerServiceRequestDetailClient.tsx.276,button,transitionMutation.isPending ? tDetail(applying) : tDetail(apply),/{locale}/dashboard/projects/:id/service-requests/:requestId,() => transitionMutation.mutate(),apps/web/app/[locale]/(dashboard)/dashboard/projects/[id]/service-requests/[requestId]/ManagerServiceRequestDetailClient.tsx,276,generated id; no data-testid
generated.apps.web.app.locale.dashboard.dashboard.projects.id.service.requests.requestId.ManagerServiceRequestDetailClient.tsx.fallback.285,button,,/{locale}/dashboard/projects/:id/service-requests/:requestId,onClick=,apps/web/app/[locale]/(dashboard)/dashboard/projects/[id]/service-requests/[requestId]/ManagerServiceRequestDetailClient.tsx,285,fallback text scan
generated.apps.web.app.locale.dashboard.dashboard.projects.id.ServiceRequestsProjectTab.tsx.88,button,open ? tDetail(close) : tDetail(newRequest),/{locale}/dashboard/projects/:id,() => setOpen((o) => !o),apps/web/app/[locale]/(dashboard)/dashboard/projects/[id]/ServiceRequestsProjectTab.tsx,88,generated id; no data-testid
generated.apps.web.app.locale.dashboard.dashboard.projects.id.ServiceRequestsProjectTab.tsx.119,button,createMutation.isPending ? tDetail(saving) : tDetail(create),/{locale}/dashboard/projects/:id,() => createMutation.mutate(),apps/web/app/[locale]/(dashboard)/dashboard/projects/[id]/ServiceRequestsProjectTab.tsx,119,generated id; no data-testid
generated.apps.web.app.locale.dashboard.dashboard.projects.id.ServiceRequestsProjectTab.tsx.143,Link,r.title,/{locale}/dashboard/projects/:id,`/dashboard/projects/${projectId}/service-requests/${r.id}`,apps/web/app/[locale]/(dashboard)/dashboard/projects/[id]/ServiceRequestsProjectTab.tsx,143,generated id; no data-testid
generated.apps.web.app.locale.dashboard.dashboard.projects.id.StakeholderDiscussionsManagerPanel.tsx.78,button,open ? tDetail(close) : tDetail(newDiscussion),/{locale}/dashboard/projects/:id,() => setOpen((o) => !o),apps/web/app/[locale]/(dashboard)/dashboard/projects/[id]/StakeholderDiscussionsManagerPanel.tsx,78,generated id; no data-testid
generated.apps.web.app.locale.dashboard.dashboard.projects.id.StakeholderDiscussionsManagerPanel.tsx.122,button,tDetail(createAndNotifyClient),/{locale}/dashboard/projects/:id,() => createMutation.mutate(),apps/web/app/[locale]/(dashboard)/dashboard/projects/[id]/StakeholderDiscussionsManagerPanel.tsx,122,generated id; no data-testid
generated.apps.web.app.locale.dashboard.dashboard.projects.id.StakeholderDiscussionsManagerPanel.tsx.fallback.127,button,,/{locale}/dashboard/projects/:id,onClick=,apps/web/app/[locale]/(dashboard)/dashboard/projects/[id]/StakeholderDiscussionsManagerPanel.tsx,127,fallback text scan
generated.apps.web.app.locale.dashboard.dashboard.projects.id.StakeholderDiscussionsManagerPanel.tsx.147,Link,r.title,/{locale}/dashboard/projects/:id,`/dashboard/projects/${projectId}/discussions/${r.id}`,apps/web/app/[locale]/(dashboard)/dashboard/projects/[id]/StakeholderDiscussionsManagerPanel.tsx,147,generated id; no data-testid
generated.apps.web.app.locale.dashboard.dashboard.projects.id.StakeholderManagerPanel.tsx.129,button,open ? tDetail(close) : tDetail(invite),/{locale}/dashboard/projects/:id,() => setOpen((o) => !o),apps/web/app/[locale]/(dashboard)/dashboard/projects/[id]/StakeholderManagerPanel.tsx,129,generated id; no data-testid
generated.apps.web.app.locale.dashboard.dashboard.projects.id.StakeholderManagerPanel.tsx.162,button,tDetail(sendInvite),/{locale}/dashboard/projects/:id,() => inviteMutation.mutate(),apps/web/app/[locale]/(dashboard)/dashboard/projects/[id]/StakeholderManagerPanel.tsx,162,generated id; no data-testid
generated.apps.web.app.locale.dashboard.dashboard.projects.id.StakeholderManagerPanel.tsx.fallback.167,button,,/{locale}/dashboard/projects/:id,onClick=,apps/web/app/[locale]/(dashboard)/dashboard/projects/[id]/StakeholderManagerPanel.tsx,167,fallback text scan
generated.apps.web.app.locale.dashboard.dashboard.projects.id.StakeholderManagerPanel.tsx.208,button,tDetail(resendInvite),/{locale}/dashboard/projects/:id,() => resendMutation.mutate(r.id),apps/web/app/[locale]/(dashboard)/dashboard/projects/[id]/StakeholderManagerPanel.tsx,208,generated id; no data-testid
generated.apps.web.app.locale.dashboard.dashboard.projects.id.StakeholderManagerPanel.tsx.fallback.213,button,,/{locale}/dashboard/projects/:id,onClick=,apps/web/app/[locale]/(dashboard)/dashboard/projects/[id]/StakeholderManagerPanel.tsx,213,fallback text scan
generated.apps.web.app.locale.dashboard.dashboard.projects.id.StakeholderManagerPanel.tsx.219,button,tDetail(revoke),/{locale}/dashboard/projects/:id,() => revokeMutation.mutate(r.id),apps/web/app/[locale]/(dashboard)/dashboard/projects/[id]/StakeholderManagerPanel.tsx,219,generated id; no data-testid
generated.apps.web.app.locale.dashboard.dashboard.projects.id.StakeholderManagerPanel.tsx.fallback.224,button,,/{locale}/dashboard/projects/:id,onClick=,apps/web/app/[locale]/(dashboard)/dashboard/projects/[id]/StakeholderManagerPanel.tsx,224,fallback text scan
generated.apps.web.app.locale.dashboard.dashboard.projects.DashboardProjectsListClient.tsx.115,button,tDetail(exportCsv),/{locale}/dashboard/projects,handleExportCsv,apps/web/app/[locale]/(dashboard)/dashboard/projects/DashboardProjectsListClient.tsx,115,generated id; no data-testid
generated.apps.web.app.locale.dashboard.dashboard.projects.DashboardProjectsListClient.tsx.fallback.117,button,,/{locale}/dashboard/projects,onClick=,apps/web/app/[locale]/(dashboard)/dashboard/projects/DashboardProjectsListClient.tsx,117,fallback text scan
generated.apps.web.app.locale.dashboard.dashboard.projects.DashboardProjectsListClient.tsx.156,Link,tDetail(open),/{locale}/dashboard/projects,`/dashboard/projects/${p.id}`,apps/web/app/[locale]/(dashboard)/dashboard/projects/DashboardProjectsListClient.tsx,156,generated id; no data-testid
generated.apps.web.app.locale.dashboard.dashboard.reports.id.page.tsx.47,button,copied ? copiedLabel : label,/{locale}/dashboard/reports/:id,copy,apps/web/app/[locale]/(dashboard)/dashboard/reports/[id]/page.tsx,47,generated id; no data-testid
generated.apps.web.app.locale.dashboard.dashboard.reports.id.page.tsx.114,Link,tDetail(backToReports),/{locale}/dashboard/reports/:id,reportsPath,apps/web/app/[locale]/(dashboard)/dashboard/reports/[id]/page.tsx,114,generated id; no data-testid
